product_name,price,sku,unit_size,unit_type
POLVILHO AZEDO 55LBS,0.01,,55LBS,CASE
FLORIDA,0.01,,,CASE
CANADA,0.01,,,CASE
MINANCORA 12/30G,0.01,,12/30G,UNIT
MTA PIPOQUERIA CEREIJA #22/4.8 3030,0.01,,4.8L,UNIT
PAIXAO OLEO DEO CORPAL 12/200ML,0.01,,12/200ML,CASE
BAKERS BOX 9*9*3 W/ WINDOW,0.01,,200,CASE
BUTCHER COST,0.01,,,UNIT
TRUCKING FEE,0.01,,,UNIT
Frize Orange Mineral Water,0.01,,,CASE
INCA COLA VIDRO,0.01,,24/11OZ,CASE
NASTOS LAVA CAKE 12CT,0.01,,12 PC,CASE
LEGACY FOODSERVICE ALLIANCE,0.01,,,UNIT
LUMP FEE,0.01,,,UNIT
MACARONI AND CHEESE 6/76oz,0.01,,6/76OZ,CASE
PALLETS BROWN,0.01,,,UNIT
PALLET AZUL,0.01,,,CASE
NASTOS TIRAMISU CUPS 12CT,0.01,,12CUPS,CASE
TRIDENT GUM SPEARMINT 12PK,0.01,012546011068,12PK,UNIT
TRIDENT GUM ORIGINAL 12PK,0.01,012546011082,12PK,UNIT
TRIDENT GUM TROPICAL TWIST 12PK,0.01,012546011105,12PK,UNIT
TRIDENT GUM WATERMELON TWIST 12PK,0.01,012546011129,12PK,UNIT
TRIDENT GUM BUBBLEGUM 12PK,0.01,012546011433,12PK,UNIT
TRIDENT GUM MINTY SWEET TWIST 12PK,0.01,012546011556,12PK,UNIT
TRIDENT GUM PINEAPPLE TWIST 12PK,0.01,012546011570,12PK,UNIT
TRIDENT GUM WINTERGREEN 12PK,0.01,012546011617,12PK,UNIT
RED FOOD COLOR,0.01,052100306506,16OZ,UNIT
APTI MARIA MOLE COCO 12/50G,0.01,1050190225,12/50G,CASE
MATCHES 11'' 1/40CT,0.01,616833947223,1/40CT,UNIT
SKIRT STEAK IBP 6PCS,0.01,,6PC,CASE
SKIRT STEAK PC,0.01,,,UNIT
SKIRT STEAK PEELED IBP,0.01,,,CASE
SKIRT STEAK SWIFT / 5STAR,0.01,,,CASE
PICANHA SWIFT CH 1PC,0.01,,12-15 /1PC,CASE
PICANHA SWIFT SEL 2PC,0.01,,,CASE
ALCATRA IBP 5 PC,0.01,,5 PCS,CASE
ALCATRA PECA,0.01,,PC,UNIT
ALCATRA IBP SELECT XT 5PC,0.01,,5PC,CASE
ALCATRA NATIONAL 5 PC,0.01,,5PC,CASE
ALCATRA SWIFT SELECT XT 5PCS,0.01,,5 PC,CASE
109 RIB PECA,0.01,,20 LBS.,UNIT
PICANHA AMH FZ 1PC,0.01,,12-15/1PC,CASE
PICANHA AMH 1PC BLACK,0.01,,,CASE
RIBEYE BONEIN FRENCHED 12X12,0.01,,2 PCS,CASE
RIBEYE SWIFT,0.01,,5 PCS,CASE
CHUCK ROLL BONELESS,0.01,,,CASE
GOOSENECK,0.01,,4,CASE
ALCATRA IBP CH XT,0.01,,5PC,CASE
TRIPA LINGUICA FINA BRASILEIR 22/24,0.01,,,UNIT
TRIPA LINGUICA BRASILEIRA 32/35,0.01,,,UNIT
TRIPA 3842 HOG CASSING,0.01,,1,UNIT
BEEF HEART CORACAO VACA NAT ~20LB,0.01,,20 lbs,CASE
DOBRADA BIBLE TRIPE 20LBS,0.01,,20LBS,CASE
BOLA PEELED CAIXA,0.01,,6 PCS,CASE
BRISKET CASE,0.01,,3 PCS,CASE
CHINCHOLIN (BEEF SMALL INTESTINES),0.01,,1,CASE
CHUCK COM OSSO SEMI BONE-IN CHUCK,0.01,,1,CASE
SHOULDER CLODS SEM GORDURA,0.01,,3 PCS,CASE
CARNE COARSE GRIND TUBES,0.01,,8,CASE
CUPIM AMH SACO FZ,0.01,,10,CASE
EXPORT RIB COM OSSO,0.01,,3,CASE
EYE ROUND (LAGARTO),0.01,,12,CASE
FIGADO DE VACA CAIXA FZ,0.01,,1,CASE
FLAP SWIFT 3PC,0.01,,3pc,CASE
BOTTOM ROUND (FLATS),0.01,,4,CASE
FIGADO DE VACA CAIXA FRESCO S&D,0.01,,1,CASE
HAMBURGER BEEF 6 OZ. 27CNT,0.01,,27CNT,CASE
HANGING TENDERS,0.01,,3,CASE
LINGUA VACA FRIZADA (BEEF TONGUE),0.01,,7,CASE
MAO DE VACA (BEEF FEET) IBP CAIXA,0.01,,8,CASE
ALMONDEGAS (MEATBALLS) .5 OZ,0.01,,,CASE
MUSCULO DE VACA C OSSO CAIXA,0.01,,,CASE
MUSCULO DE VACA SEM OSSO CASE,0.01,,4 PACK,CASE
MUSCULO DE VACA COM OSSO (SHIN MEAT,0.01,,,UNIT
SIRLOIN FLAP HEARTLAND,0.01,,3,CASE
PISMO STX CHOICE,0.01,,,CASE
BOLA PEELED PECA,0.01,,1 PC,UNIT
BRISKET PECA,0.01,,1 PC,UNIT
CARNE COARSE GRIND TUBES,0.01,,1,UNIT
EXPORT COM OSSO PECA,0.01,,1PC,UNIT
EYE ROUND (LAGARTO) PC,0.01,,1,UNIT
FIGADO DE VACA PECA FZ,0.01,,1,UNIT
PISMO IBP (FILETMIGNON) CAIXA,0.01,,12 PCS,CASE
LINGUA VACA FRIZADA (BEEF TONGUE),0.01,,,UNIT
MUSCULO DE VACA SEM OSSO PECA,0.01,,,UNIT
PISMO PECA,0.01,,1 PC,UNIT
RIBEYE PECA,0.01,,1PC,UNIT
SHELL PECA,0.01,,PC,UNIT
COSTELA VACA 3 BN NATIONAL PECA,0.01,,1 PC,UNIT
COSTELA VACA 4 BN IBP CHOICE CAIXA,0.01,,4 X4PC,CASE
TBONE PECA,0.01,,,UNIT
TOP ROUND PECA,0.01,,,UNIT
RABO DE VACA INTEIRO CONGELADO,0.01,,15 lbs.,CASE
SHELL IBP CHOICE 0X1,0.01,,5PC,CASE
SHELL CHAIRMANS RESERVE CH 0X1,0.01,,5PC,CASE
SHELL IBP 5 PC,0.01,,5 PC,CASE
COSTELA VACA 3 BN NATIONAL CAIXA,0.01,,3 PCS,CASE
COSTELA VACA 3 BN NATIONAL SEL CX,0.01,,3 PCS,CASE
COSTELA VACA 4 BN NATIONAL PECA,0.01,,,UNIT
COSTELA VACA 4 BN NATIONAL CH CAIXA,0.01,,,CASE
TBONE CAIXA,0.01,,,CASE
TOP ROUND CAIXA,0.01,,3 PCS.,CASE
TRIPA 3840 CHOURICA PORTUGUESA,0.01,,,UNIT
TRIPA PARA SALPICAO 55-60,0.01,,,UNIT
DOBRADA 15 LBS. SWIFT,0.01,,15 LBS.,CASE
DOBRADA 44 LBS.,0.01,,44 LBS.,CASE
TRI-TIPS BEEF (MAMINHA),0.01,,,CASE
VEAL OSSO BUCO FZ,0.01,,,CASE
VEAL BHS (SIRLOIN) FZ,0.01,,,CASE
VEAL TONGUE (LINGUA VITELA),0.01,,,CASE
VEAL LOIN (COSTELETAS VITELA) PC FZ,0.01,,10 LBS.,UNIT
VEAL BONES (OSSOS DE VITELA) FZ,0.01,,,CASE
VEAL CHUCK (PESCOSO VITELA) CX FZ,0.01,,1 pc,CASE
VEAL HEARTS FZ,0.01,,,CASE
VEAL LOIN (COSTELETAS VITELA) CX FZ,0.01,,2 PCS,CASE
VEAL SHOULDER SLICE FZ,0.01,,,CASE
VEAL TAILS (RABO DE VITELA) FZ,0.01,,,CASE
VEAL FM TENDERLOINS FZ,0.01,,,UNIT
COSTELA DE PORCO ST. LOUIS FZ,0.01,,,CASE
BABY BACK RIBS IBP FZ,0.01,,12-14PC,CASE
CLEAR BELLIES BARRIGA S/O AURORA 55,0.01,,55.12 LBS,CASE
BARRIGA DE PORCO C OSSO 4 PC,0.01,,4PC,CASE
CLEAR BELLIES BARRIGA S/O PATEL FZ,0.01,,~60LBS,CASE
BUTTS SEM OSSO CAIXA,0.01,,,CASE
PERNAS DE PORCO CALIS,0.01,,,CASE
CLEAR BELLIES BARRIGA S/O CAIXA,0.01,,4 PCS,CASE
CORACAO DE PORCO BALDE 40 LBS.,0.01,,40 LBS.,CASE
COSTELA DE PORCO IBP LT FZ,0.01,,,CASE
COSTELA DE PORCO IBP,0.01,,,CASE
TORNOZELO DEFUMADO (JOELHO) CAIXA,0.01,,,CASE
FAT BACK,0.01,,,CASE
FEBRAS PORCO IBP CX 3PC VAC/~30LBS,0.01,,30 LBS.,CASE
FUCINHO DE PORCO (SNOUTS),0.01,,15LB,CASE
COSTELA DE PORCO HATFIELD,0.01,,7pc,CASE
LACONS frescos (fresh SHANKS),0.01,,,CASE
LACONS DEFUMADOS (SMOKED SHANKS),0.01,,,CASE
LEITAO FRESCO 10-17lb,0.01,,10-17LBS,CASE
LEITAO 10-17 FROZEN,0.01,,10-17LBS,CASE
LEITAO 17-20 FROZEN,0.01,,17-20LBS,CASE
LINGUA DE PORCO BALDE 35LB.,0.01,,35,CASE
LOMBO DE PORCO C/0 CAIXA,0.01,,4 PCS,CASE
LOMBO DE PORCO S/O CAIXA,0.01,,,CASE
OSSO ESPINHACO (NECK BONES,0.01,,,CASE
ORELHA DE PORCO CX,0.01,,22- 30LBS,CASE
SAUSAGE PATTIES 2 OZ.,0.01,,,CASE
BARRIGA DE PORCO C/ OSSO PECA,0.01,,PC,UNIT
PERNAS DE PORCO CALIS,0.01,,,UNIT
CLEAR BELLIES BARRIGA S/O PECA,0.01,,PC,UNIT
COSTELA DE PORCO IBP PECA,0.01,,,UNIT
PES DE PORCO CAIXA ~30 LBS,0.01,,30 LBS,CASE
FEBRAS PORCO IBP PC 10 LBS,0.01,,10 LBS,UNIT
FIGADO DE PORCO CAIXA,0.01,,6-9LBS,CASE
LOMBO DE PORCO C/0 PECA,0.01,,PC,UNIT
LOMBO DE PORCO S/O PECA,0.01,,,UNIT
ORELHA DE PORCO 10 LBS CASE,0.01,,10 LBS,CASE
SMOKED PORK CRACKLINS,0.01,,,CASE
PORK SKINS (COIRO DE PORCO),0.01,,,CASE
RABO DE PORCO 15LB CAIXAS,0.01,,,CASE
BACON DEFUMADO PECA,0.01,,PC,UNIT
RABO DE PORCO (PORK TAILS) CX 30LBS,0.01,,,CASE
RINS DE PORCO,0.01,,,CASE
RODELHAO (RUFFLE FAT),0.01,,,CASE
SANGUE DE PORCO,0.01,,10lbs,CASE
BACON DEFUMADO CAIXA,0.01,,,CASE
PORK STOMACHS BALDE,0.01,,35 LBS.,CASE
PORK TENDERLOINS,0.01,,,CASE
TORNOZELO (JOELHO) FRESCO CAIXA,0.01,,,CASE
BANHA DE PORCO (LARD),0.01,070919044044,38.5 LBS,CASE
COELHO FRIZADO EUROPA ~20LBS,0.01,,~20LBS/7pc,CASE
BORREGO FRIZADO,0.01,,~33,CASE
CABRA FRIZADA (FROZEN MUTTON) 6 WAY,0.01,,,CASE
CABRITO FRIZADO 6 WAY,0.01,,,CASE
CABRITO FRIZADO INTEIRO IMPORTADO,0.01,,~30 LBS,CASE
CODORNIZES 6/6PACK,0.01,,6/6 PK,CASE
COELHO FRIZADO CX CHINA,0.01,,44 LBS.,CASE
FRENCH RACK OF LAMB18- 20 OZ neze,0.01,,18-20OZ,CASE
FRENCH RACK OF LAMB14- 16 OZ neze,0.01,,14-16OZ,CASE
LAMB LOIN AUSTRALIAN CAIXA,0.01,,30,CASE
LAMB FORESHANKS (CHAMBAO BORREGO),0.01,,40lb,CASE
LAMB SIRLOIN CAP AU SOVEREIGN FZ CX,0.01,,30,CASE
PATOS FRIZADOS CAIXA 5-6 PC,0.01,,4.5 -5lb.,CASE
COELHO FRIZADO PECA,0.01,,LBS.,UNIT
PERNAS BORREGO boneles,0.01,,,CASE
PERNAS BORREGO COM OSSO CAIXA,0.01,,,CASE
PERU 10-14 FZ CX 4PC,0.01,,4 PC,CASE
PATOS FRIZADOS PECA,0.01,,,UNIT
PERNAS BORREGO (LAM bonless,0.01,,,UNIT
PERNAS BORREGO COM OSSO PECA,0.01,,,UNIT
PERU 10-14 PECA,0.01,,,UNIT
TURKEY WINGS (ASAS DE PERU),0.01,,,CASE
PEITO GALINHA SEM OSS MOUNTAIRE,0.01,,4 / 10LBS,CASE
ASAS DE GALINHA (CHICKEN WINGS),0.01,,40 LBS.,CASE
CORACAO DE GALINHA 40LBS,0.01,,4/10 LBS.,CASE
CORNISH HENS,0.01,,12-16 HD,CASE
PERNAS DRUMSTICKS PEQUENAS 40 LBS,0.01,,,CASE
FIGADO DE GALINHA,0.01,,5 LBS.,CASE
FRANGO EB 2.5-2.75 LBS 16HD,0.01,,16HD,CASE
FRANGO 3-3.5 22HD,0.01,,22HD,CASE
FRANGO 3.5 + 20HD,0.01,,20HD,CASE
MOELAS DE GALINHA (GIZZARDS) CAIXA,0.01,,4/10 LBS.,CASE
FRANGO MOUNTAIRE 3.0,0.01,,14 HD,CASE
PARTY WINGS ASAS GALINHA,0.01,,,CASE
CORACAO DE GALINHA 10LBS (HEARTS),0.01,,10 LBS.,UNIT
PEITO DE GALINH S/O MOUNT BLACK LBL,0.01,,4 / 10LBS,CASE
FRANGO PERDUE 2.50 LBS. CASE,0.01,,16 HD,CASE
PERNAS DE GALINHA (1/4 LEGS),0.01,,CASE,CASE
PES DE GALINHA (CHICKEN FEET),0.01,,,CASE
MOELAS DE GALINHA (GIZZARDS) PECA,0.01,,10 LBS.,UNIT
PEITO GALINHA SEM OSSO (CUTLETS),0.01,,10LBS,UNIT
PES DE GALINHA (CHICKEN FEET),0.01,,,UNIT
CHICKEN THIGHS SEM OSSO,0.01,,40 LBS.,CASE
CITTERIO PRESUNTO SEM OSSO CAIXA,0.01,,2 PC,CASE
CITTERIO CHORIZO LARGE 4PC,0.01,,4PC,CASE
CORTES CALABREZE 12/14OZ,0.01,,12/14OZ,CASE
LINGUICA DUBON CHURRASCO 10LBS.,0.01,,10 LBS.,CASE
LINGUICA DUBON PORCO FINA 10LB,0.01,,10 LBS.,CASE
LINGUICA DUBON CHURRASCO HOT 10LBS.,0.01,,10 LBS.,CASE
LINGUICA DUBON FRANGO HOT 10 LBS,0.01,,10 LBS.,CASE
DUBON LINGUICA CHURASCO RTL12/1LB,0.01,,12/1lb,CASE
BELLA LINGUICA CUIBANA RTL 20/1LB,0.01,,20/1lb,CASE
DUBON LINGUICA FINA RETAIL 12/1LB,0.01,,12/1LB,CASE
DUBON LINGUICA FRNGOFINA RTL 12/1LB,0.01,,12/1LB,CASE
LINGUICA DUBON FRANGO 10 LBS,0.01,,10 LBS.,CASE
CHOURICA CASEIRA 30LBS,0.01,,,CASE
ESPECIAIS (SPANISH CHOURICO) CAIXA,0.01,,30 LBS.,CASE
FARINHEIRAS SACO 5LBS,0.01,,5 LBS,UNIT
ITALIAN SAUSAGE,0.01,,10 LBS.,CASE
LINGUICA LOPES CX 30LBS,0.01,,30 LBS,CASE
MORCELAS SACO 5LBS,0.01,,5LBS.,UNIT
MORTANDELLA CAIXA,0.01,,2 PECAS,CASE
MORTANDELLA C/ PISTACHIO CAIXA,0.01,,4 PECAS,CASE
MOURO SACO 5LBS,0.01,,5 LBS,UNIT
CITTERIO PRESUNTO SEM OSSO PECA,0.01,,,UNIT
PAIO (PORTUGUESE TRICK SAUSAGE),0.01,,,UNIT
LINGUICA LOPES CX 10LBS,0.01,,10 LBS,CASE
SALPICAO EM VACUUM 5LBS,0.01,,5 LBS,UNIT
CORTES PAIO 10/12OZ,0.01,01080046260019,10 X12OZ,CASE
SABOR MINEIRO TOSCA BIQUINHO12/14OZ,0.01,01080046261375,12/ 14OZ,CASE
CORTES FEIJOADA KIT 10/12OZ,0.01,080046261412,10 X 12OZ,CASE
BELLA LINGUICA FRANGO FINA 20/1LB,0.01,51497392123,20/1LB,CASE
BELLA LINGUICA FRANGO RETAIL 20/1LB,0.01,680168940280,20/1LB,CASE
BELLA LINGUICA CHURASCO RTL 20/1LB,0.01,680168940297,20/1lb,CASE
BELLA LINGUICA FINA RETAIL 20/1LB,0.01,68016894030,20/1LB,CASE
CORTES CARNE SECA 9PC,0.01,80046130312,9PC,CASE
CORTES LING TOSCANA 12/14OZ,0.01,80046261351,12/14OZ,CASE
BACON FATIADO FARMLAND 25LBS,0.01,,25LBS,CASE
BACON HOTEL 16-18 HATFIELD,0.01,,15LBS,CASE
FIAMBRE (BOILED HAM) CAIXA,0.01,,2 PCS,CASE
FIAMBRE 10% HORMEL,0.01,,2 PCS,CASE
FIAMBRE (BOILED HAM) PECA,0.01,,1 PECA,UNIT
INTERFOLDED10X10.75 SENIOR WAX 500C,0.01,,500 CT,UNIT
INTERFOLDED 6X10.75 WAX MIDGET,0.01,,500 CT,UNIT
PRESUNTO COM OSSO INTEIRO PECA,0.01,,,UNIT
PRESUNTO COM OSSO INTEIRO CAIXA,0.01,,5 PCS,CASE
CHICKEN HOT DOGS,0.01,015001590012255,24/1LBS,CASE
INTERFOLDED SIZE 10X8 JUNIOR 500CT,0.01,072181120082,500 CT,UNIT
INTERFOLDED12X10.75 MASTER 500CT,0.01,072181120129,500CT,UNIT
INTERFOLDED 15X10.75 JUMBO 500CT,0.01,074729500158,500 CT,UNIT
INTERFOLDED12X10.75 FOIL SHEETS200C,0.01,682670683037,200 CT,UNIT
POLVO ESPANHOL 6/8 LBS. ~28LB,0.01,,4 PACK,CASE
POLVO ESPANHOL 8/10 LBS.,0.01,,4 PACK,CASE
POLVO ESPANHOL 4/6 LBS.,0.01,,4 PACK,CASE
BREADED FLOUNDER FILLET 10 LBS.,0.01,,1/10LB,CASE
BOLOS DE BACALHAU LUSOFISH 10/12,0.01,,10/12,CASE
BOLOS DE BACALHAU BOM PORTO 24/360G,0.01,,24/360G,CASE
CRABMEAT IMITATION,0.01,,30/1LBS.,CASE
OCTOPUS LEGS 1/9LB XL,0.01,,,CASE
SALMAO FRIZADO PORTIONS 10LBS,0.01,,8OZ,CASE
SALMAO FRIZADO FILLET 30LB (SALMON),0.01,,7-8PC,CASE
FILLET BASA (SWAI) 7/9 OZ. IQF,0.01,00869161000072,15 LBS.,CASE
TILAPIA IVP 5/7 OZ. 10 LBS VACUUM,0.01,050577154514,10 LBS,CASE
TILAPIA 3/5 OZ. 10 LBS,0.01,10070041300923,10 LBS,CASE
LULAS TUBES U5 22LBS,0.01,6963701201913,U5 / 22LBS,CASE
RISSOES DE CAMARAO 10/10CT,0.01,850918008915,10/10CT,CASE
CUT ALCATRA PECA,0.01,,,CASE
CUT BOLA PECA,0.01,,1 PECA,CASE
CUT COSTELA VACA 3 BN NATIONAL PECA,0.01,,~30lbs,CASE
CUT COSTELA VACA 4 BN PECA,0.01,,1 PECA,CASE
CUT TBONE PECA,0.01,,,CASE
CUT MAO DE VACA CASE,0.01,,,CASE
CUT RABO DE VACA CAIXA,0.01,,15 LBS.,CASE
CUT FIGADO DE VACA CAIXA,0.01,,,CASE
CUT MUSCULO DE VACA /OSSO BUCO,0.01,,,CASE
CUT TOP ROUND PECA,0.01,,,CASE
CUT CHUCK STEAK COM OSSO PECA,0.01,,,CASE
CUT SHELL S/OSSO PECA,0.01,,,CASE
CUT RIBEYE S OSSO PECA,0.01,,,UNIT
CUT EXPORT RIB CAIXA,0.01,,,CASE
CUT VEAL LOIN PECA FZ,0.01,,,CASE
CUT VEAL CHUCK PC FZ,0.01,,,CASE
CUT FEBRAS DE PORCO,0.01,,,CASE
CUT LOMBO DE PORCO COM OSSO,0.01,,,CASE
CUT COSTELA PORCO HATFIELD CASE,0.01,,,CASE
CUT LOMBO DE PORCO S/O,0.01,,,CASE
CUT COSTELA PORCO IBP,0.01,,,CASE
CUT PES PORCO CASE 30LBS,0.01,,32 LBS.,CASE
CUT PES PORCO CASE 10LBS,0.01,,10LBS,CASE
CUT NECK BONES CAIXA,0.01,,,CASE
CUT TORNOZELOS (JOELHO) CAIXA,0.01,,,CASE
CUT BARRIGA PORCO C/OSSO PC,0.01,,1 PC,CASE
CUT BARRIGA PORCO S/OSSO PECA,0.01,,,CASE
CUT CALIS PECA,0.01,,,CASE
CUT LAMB LOINS AUSTRALIAN CAIXA,0.01,,,CASE
CUT PERNAS BORREGO COM OSSO PECA,0.01,,,CASE
CUT CABRA FRIZADA ~30LBS CAIXA,0.01,,,CASE
CUT CABRITO FRIZADO,0.01,,,CASE
CUT PEITO GALINHA 10LBS PC,0.01,,,CASE
CUT SHOULDER CLODS,0.01,,,CASE
FEIJOADA DE PORCO 10LBS,0.01,,10 LBS,CASE
BACALHAU BOMPORTO NORUEGA 55LBS 4/6,0.01,,55LBS,CASE
BACALHAU BOMPORTO NORUEGA 55LB10/12,0.01,,55LBS,CASE
BACALHAU BOMPORTO NORUEGA 33LBS XL,0.01,,33LBS,CASE
BACALHAU NORUEGA XL SLICE AMERICAN,0.01,,20LBS,CASE
BACALHAU NORUEGA LOINS 12/1.32LB,0.01,,12/1.32LBS,CASE
CARAS DE BACALHAU,0.01,,20 LBS.,CASE
COD BITS 40 LBS.,0.01,,40 LBS.,CASE
COD CHUNKS 40 LBS.,0.01,,40 LBS.,CASE
BACALHAU SEASTAR FILLET 24X1LB,0.01,,24X1LBS,CASE
BACALHAU SEASTAR LARGE 10/12 50 LBS,0.01,,50 LBS.,CASE
BACALHAU SEASTAR JUMBO BONELESS 40L,0.01,,40 LBS.,CASE
BACALHAU SEASTAR X-LARGE 7/9 50 LBS,0.01,,50 LBS.,CASE
CAMARAO 16/20 BRANCO PECA 4 LBS,0.01,,4 LBS.,UNIT
CAMARAO 13/15 BRANCO PECA 4 LBS,0.01,,4 LBS.,UNIT
SEAFOOD MIX 24/1LB.,0.01,,,CASE
CAMARAO 16/20 6/4 LBS BRANCO,0.01,08691613504607,6/4,CASE
CAMARAO 21/25 EMPANADA 4/3LBS,0.01,10075730088021,4/3 LBS.,CASE
CAMARAO RAW PEELED 51/60 5/2LBS.,0.01,617865860948,5/2 LBS.,CASE
CAMARAO 13/15 6/4 LBS BRANCO,0.01,617865861662,6/4 LBS.,CASE
LEITE GALAO (MILK) 4 GALLONS,0.01,,4/1GL,CASE
HEAVY CREAM QUART 36% 12/1QT,0.01,00813868020093,12/1 QT,CASE
WHIP CREAM PC,0.01,071041121504,,UNIT
LEITE GALAO (MILK),0.01,072490000105,1 GL,UNIT
OVOS HALF CASE 15 DUZIAS,0.01,1000001,15/1 DZ.,UNIT
OVOS EX-LARGE 30 DUZIAS,0.01,1000005,30/1 DZ.,CASE
WHIP CREAM 12 LATAS,0.01,10071041121501,,CASE
HEAVY CREAM QUARTS 36% PECA,0.01,813868020093,1 QT,UNIT
BUTTER CUPS 8 LBS. 720 CT,0.01,10041299631206,8LBS,CASE
BUTTER BLEND,0.01,732146527454,30/1LB,CASE
MARGARINA TRANSFAT 30/1LB.,0.01,7426871702097,30/1LB.,CASE
BUTTER BLOCK 36 PC/1 LBS,0.01,863414000062,36/1 LBS.,CASE
BUTTER BLOCK UNSALTED 36/1 LB.,0.01,863414000079,36/1 LBS.,CASE
QUEIJO HOLANDES,0.01,,9LBS,UNIT
QUEIJO MOZZARELA INTEIRO 8/6 CAIXA,0.01,,8/6LBS.,CASE
QUEIJO MUENSTER CHEESE CAIXA,0.01,,6/6LBS.,CASE
QUEIJO MOZZARELA INTEIRO PECA,0.01,,5 LBS.,UNIT
SAB MINEIRO QUEIJO MOZZ REL PC. 5LB,0.01,,5LBS,UNIT
QUEIJO MUENSTER CHEESE PECA,0.01,,6 LBS.,UNIT
QUEIJO PROVOLONE CHEESE PECA,0.01,,1 PIECE,UNIT
QUEIJO SERRINHA PECA,0.01,,,UNIT
QUEIJO SWISS CHEESE PECA,0.01,,1 PECA,UNIT
QUEIJO SERRINHA CAIXA 6PC/~15,0.01,,6/15LBS,CASE
QUEIJO SWISS CHEESE CAIXA,0.01,,8 PCS,CASE
QUEIJO PARMESAN RELADO 5 LBS,0.01,036929339334,,UNIT
CREAM CHEESE 3LBS,0.01,070551100481,3 LBS.,UNIT
QUEIJO AMARELO SLICE,0.01,071078810037,160 CT,UNIT
QUEIJO BRANCO SLICE,0.01,071078810099,160 CT,UNIT
QUEIJO PROVOLONE CAIXA,0.01,10839500002927,6 PCS,CASE
COCONUT SUN RICH TROPICS STRAW 12PK,0.01,,12PK,CASE
ANANAS FRESH (PINEAPPLES) CAIXA,0.01,,,CASE
BANANAS,0.01,,40 LBS.,CASE
BLACK BERRIES,0.01,,,CASE
BLUE BERRIES FRESH,0.01,,,CASE
CANTALOPE,0.01,,,CASE
COCO VERDE,0.01,,,CASE
MACA GOLDEN,0.01,,,CASE
HONEY DEW MELONS,0.01,,,CASE
KIWI CAIXA,0.01,,,CASE
LIMAO AMARELOS (LEMONS),0.01,,,CASE
LIMAO VERDE (LIMES),0.01,,,CASE
MANGOS,0.01,,,CASE
MELANCIA SEED CAIXA,0.01,,,CASE
PAPAYA,0.01,,,CASE
PEAR ANJOU,0.01,,,CASE
PEAR BOSC,0.01,,,CASE
PLATANO AMARELO,0.01,,,CASE
PLATANO VERDE,0.01,,,CASE
RASBERRIES FRESH CASE,0.01,,,CASE
MACA RED DELICIOUS,0.01,,,CASE
UVA RED GLOBE,0.01,,,CASE
STRAWBERRIES CAIXA,0.01,,,CASE
LARANJA 88 100,0.01,,,CASE
BATATA FRITA THIN CUT CLEAR COAT,0.01,,27,CASE
BATATA FRITA FARM FRITE CRINKLE CUT,0.01,,30 LBS,CASE
BATATA FRITA FARM FRITES 3/8 30LBS,0.01,,30 LBS,CASE
BATATA FRITA FARM FRITES FINA 36LB,0.01,,6/6 LB,CASE
CRINKLE CUT FARM FRITES 3/8 30LBS,0.01,,30 LBS,CASE
GOYA ARRACACHA 12/1LBS,0.01,,12X1LBS,CASE
CORN ON THE COB 3 INCHES,0.01,,48 CT,CASE
CORN LOOSE (MILHO SOLTO 30LB,0.01,,30LBS,CASE
FEIJAO VERDE CUT,0.01,,12/2LBS,CASE
DICED GREEN PEPPERS,0.01,,20LBS,CASE
DICED RED PEPPERS 12/2LBS,0.01,,12/2LBS,CASE
FAVAS GELCAMPO CONGELADO 14/300GR,0.01,,14/300GR,CASE
FAVAS CONGELADAS 12/28OZ,0.01,,12/28OZ,CASE
FEIJAO VERDE ITALIAN CUT,0.01,,12/2LBS,CASE
ERVILHA COM CENOURA 12/2 LBS.,0.01,,12/2 LBS,CASE
BATATA FRITA SIMPLOT HOME FRY 30LBS,0.01,,6/5LBS,CASE
SLICED CARROTS FROZEN 12/2 LBS,0.01,,12/2LBS.,CASE
BATATA FRITA CRINKLE BIG C,0.01,,,CASE
YUCA FRIZADA PALMAS 6/4LBS.,0.01,,6/4LBS,CASE
BATATA FRITA NATURAL CHIPS 6/5 LBS,0.01,10044979003089,6/5 LBS.,CASE
YUCA FRIES TIO JORGE 20LBS,0.01,10765744000026,20X1LBS,CASE
PLATANO FRIZ SLICE BIG BAN 4/6 LBS.,0.01,10765744000064,4/6LBS,CASE
BROCCOLI SPEARS 12/2LBS,0.01,60078637153804,12/2 LBS.,CASE
CALIFORNIA BLEND VEGETABLES 12/2LBS,0.01,60078637154306,12/2LBS,CASE
BABY CARROTS FROZEN 12/2 LBS.,0.01,60078637155068,12/2 LBS.,CASE
MIXED VEGETAIS 12/2.5LBS,0.01,60078637156409,12/2.50 LB,CASE
KIABO (CUT OKRA) 12/2 LBS.,0.01,60078637156805,12/2 LBS.,CASE
CHOPPED SPINACH 36LBS FRZN,0.01,60078637158885,12/3LBS,CASE
FEIJAO VERDE INTEIRO CONGELADO,0.01,601459161801,12/2LB,CASE
DICED CARROTS FROZEN 12/2 LBS,0.01,601459163256,12/2LBS.,CASE
COUVE FLOR FROZEN 12/2LB,0.01,601459163805,12/2LBS,CASE
ERVILHA (PEAS) 12/2.5 LBS.,0.01,601459167209,12/2.5 LBS,CASE
BATATA IDAHO SUNRIVER 50LBS,0.01,,50 LBS,CASE
ABOBORA EM SACO,0.01,,,UNIT
AGRIAO CAIXA,0.01,,,CASE
